,valuation_date,product_code,update_time,code,price,pct_chg,direction,pre_quantity,profit
0,2025-08-13,SGS958,2025-08-13 10:25,IF2508,4159.000000,0.0042982710325509,空,4.0,-21360.0
1,2025-08-13,SGS958,2025-08-13 10:25,MO2512-C-6600,414.400000,0.1115879828326178,空,1.0,0.0
2,2025-08-13,SGS958,2025-08-13 10:25,MO2509-P-6700,80.200000,-0.1645833333333333,空,5.0,0.0
3,2025-08-13,SGS958,2025-08-13 10:25,MO2509-P-6500,51.000000,0.0,多,10.0,0.0
4,2025-08-13,SGS958,2025-08-13 10:25,MO2508-P-6300,0.600000,0.0,多,10.0,0.0
5,2025-08-13,SGS958,2025-08-13 10:25,MO2508-P-6000,0.400000,0.0,多,10.0,0.0
6,2025-08-13,SGS958,2025-08-13 10:25,IO2508-P-3800,0.400000,0.0,多,20.0,0.0
7,2025-08-13,SGS958,2025-08-13 10:25,IM2512,6749.600000,0.0089389817333851,多,1.0,11960.0
